source,case_id,molecule_id,source_index,smiles,vina_score_only,vina_status,vina_error,sdf_name,sdf_path,benchmark_metric_path,benchmark_ligand_filename,rdkit_mw,rdkit_heavy_atoms,rdkit_hetero_atoms,rdkit_rings,rdkit_rotatable_bonds,rdkit_hbd,rdkit_hba,rdkit_tpsa,rdkit_logp,rdkit_qed,rdkit_formal_charge,case_generated_sdf_count,case_generated_vina_scored_count,case_generated_vina_scored_fraction,case_curated_without_opt_count,case_generated_vina_score_mean,case_curated_vina_score_mean,case_generated_minus_curated_vina_score_mean
generated,5d7n,generated:5d7n:74,74,CCCN(C(C)=O)C(=O)[C@H](C[C@@H](O)C(C)C)NCC1=CCc2cc(F)cnc2N1C,-5.435,ok,,5d7n_protein.pdb_generated_74.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_74.sdf,,,420.5290,30.0000,8.0000,2.0000,9.0000,2.0000,6.0000,85.7700,2.2472,0.6374,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:75,75,CCN1C(=N)CC(CN[C@H]2C[C@@H]3C(=O)[C@@H](C)CC[C@H](O)CO[C@H]3O[C@H](C)[C@](O)(CC)O2)=NC1=O,-9.307,ok,,5d7n_protein.pdb_generated_75.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_75.sdf,,,482.5780,34.0000,11.0000,3.0000,5.0000,4.0000,9.0000,153.7700,1.4088,0.4586,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:76,76,CCCO[C@H]1CNc2c1ccnc2C[C@]1(O)[C@@H](O)[C@@H]2[C@@H](O[C@H](O)COC)O[C@@H]21,-2.73,ok,,5d7n_protein.pdb_generated_76.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_76.sdf,,,396.4400,28.0000,9.0000,4.0000,9.0000,4.0000,9.0000,122.5300,-0.0546,0.4254,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:78,78,CCOC1C(C(N)=O)=CC(C)C([C@@H](SO)[C@H]2[C@H](F)[C@@H](O)C3C(=N[C@@H]2CC)C(O)=CC2=C3OCC2)=C1O,-8.155,ok,,5d7n_protein.pdb_generated_78.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_78.sdf,,,524.6110,36.0000,11.0000,4.0000,7.0000,5.0000,9.0000,154.8300,3.1343,0.3183,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:79,79,COc1cccc2c1NC[C@@H]2N1NC(=O)N(CNC2CCCCC2)[C@H]1CC[C@@H](O)[C@H](O)C(O)CO,-7.625,ok,,5d7n_protein.pdb_generated_79.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_79.sdf,,,493.6050,35.0000,11.0000,4.0000,11.0000,7.0000,9.0000,149.7900,0.4651,0.2334,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:8,8,COCN1CCc2cccc3c4c(cc1c23)N([C@H](CC(=O)O)N[C@@H]1OCC[C@@H](O)[C@H]1C)CC4,-5.462,ok,,5d7n_protein.pdb_generated_8.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_8.sdf,,,455.5550,33.0000,8.0000,5.0000,7.0000,3.0000,7.0000,94.5000,2.3025,0.5857,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:80,80,COC[C@@H](CO)[C@H](O)[C@H]1[C@@H](O)[C@@H](O)[C@@H]1Cc1ccc(NC#N)c2ccc(OC)cc12,-6.174,ok,,5d7n_protein.pdb_generated_80.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_80.sdf,,,416.4740,30.0000,8.0000,3.0000,9.0000,5.0000,8.0000,135.2000,0.8675,0.3002,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:81,81,CCOC1C=C[C@@H](c2cc(F)cc(Cl)c2N(N)CCCC(O)[C@H]2[C@H](CO)C[C@H](O)[C@@H](C)[C@@H]2CO)C=C1O,-7.201,ok,,5d7n_protein.pdb_generated_81.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_81.sdf,,,543.0760,37.0000,10.0000,3.0000,11.0000,6.0000,8.0000,139.6400,3.0346,0.1424,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:82,82,CNCC1=CC(O[C@H]2C=C(O)C=C[C@H]2[C@@H]2CN=C(C)N2)C=CC1NC(=O)N1[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O,-6.372,ok,,5d7n_protein.pdb_generated_82.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_82.sdf,,,489.5730,35.0000,11.0000,4.0000,6.0000,7.0000,9.0000,158.9100,-0.7036,0.2413,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:84,84,COC1=NN([C@@H]2C=Cc3[nH]c([C@H](O)[C@@H]4O[C@@]5(O)C(=O)O[C@@H]4[C@@H](O)[C@H]5C)nc3C2)CN1,-9.397,ok,,5d7n_protein.pdb_generated_84.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_84.sdf,,,421.4100,30.0000,12.0000,6.0000,3.0000,5.0000,11.0000,161.7600,-1.8291,0.3511,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:85,85,Cc1nc(CO)c2cc([C@H]3C[C@H]([C@@H]4CCCC[C@H]4O)O[C@H]([C@H](C)O)O3)ccc2n1,-9.985,ok,,5d7n_protein.pdb_generated_85.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_85.sdf,,,402.4910,29.0000,7.0000,4.0000,4.0000,3.0000,7.0000,104.9300,2.5351,0.7217,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:86,86,C[C@]1(O)[C@H](CO)O[C@@H]2O[C@H](Cc3cc(S(C)(O)O)cc4ncccc34)CCCC[C@H]21,-7.07,ok,,5d7n_protein.pdb_generated_86.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_86.sdf,,,437.5580,30.0000,8.0000,4.0000,4.0000,4.0000,7.0000,112.2700,3.5602,0.5785,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:87,87,C[C@@H](C1=N[C@@H]([C@@H]2O[C@H](C(=O)O)[C@@H](C)N[C@H]2CS(O)(O)C2=C3C=CCC=C3OC2)CN1)C1C=CCC=C1,-10.486,ok,,5d7n_protein.pdb_generated_87.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_87.sdf,,,517.6480,36.0000,10.0000,5.0000,7.0000,5.0000,8.0000,132.6400,3.2025,0.3254,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:89,89,N#Cc1ccccc1OCc1c(O)cc(O[C@H]2CC[C@@H](C(=O)O)NC2)cc1F,-7.646,ok,,5d7n_protein.pdb_generated_89.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_89.sdf,,,386.3790,28.0000,8.0000,3.0000,6.0000,3.0000,6.0000,111.8100,2.5660,0.6994,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:9,9,CC(F)(F)C[C@@H]1C[C@@H](C(=O)[C@@H](c2ccccc2ON)C2C=CCC(Cc3ccncc3)=C2)O[C@H]1CO,-7.218,ok,,5d7n_protein.pdb_generated_9.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_9.sdf,,,498.5700,36.0000,8.0000,4.0000,10.0000,2.0000,6.0000,94.6700,4.5433,0.3689,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:91,91,CCCC(=O)[C@@H](C(=O)O)[C@@H](O)C[C@H]1CC(=O)[C@@H]2C=CCC=C2C2=NC[C@](O)(C3=CC[C@@H](N4CNC(=N)NC4=O)C=C3)N21,-7.953,ok,,5d7n_protein.pdb_generated_91.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_91.sdf,,,580.6420,42.0000,13.0000,5.0000,9.0000,6.0000,9.0000,195.7200,0.8160,0.1689,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:93,93,N=c1nc(NO)c2nnc(CCCO[C@@H]3O[C@H](O)C[C@@H](O)[C@H]3O)cc2[nH]1,-6.463,ok,,5d7n_protein.pdb_generated_93.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_93.sdf,,,368.3500,26.0000,12.0000,3.0000,6.0000,7.0000,11.0000,189.7200,-1.6307,0.2300,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:95,95,C[C@H](C(=O)[C@@H]1[C@@H](C)[C@H]2C[C@H](O)[C@@H](CCC(=O)O)[C@H]2C[C@@H]1C(=O)CN)C1=NC=N[C@@H]2C1=CN([C@@H]1CN3CCC[C@H]13)C1=C2CCN1,-9.391,ok,,5d7n_protein.pdb_generated_95.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_95.sdf,,,606.7680,44.0000,11.0000,7.0000,9.0000,4.0000,10.0000,160.9200,1.5721,0.3054,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:96,96,CC[C@](C)(C(=O)O)[C@@H](CCO)CCc1cc(F)ccc1NC(=O)c1cc(C(=O)NCc2ccccc2)nc(=N)[nH]1,-8.883,ok,,5d7n_protein.pdb_generated_96.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_96.sdf,,,551.6190,40.0000,11.0000,3.0000,13.0000,6.0000,6.0000,168.2600,3.6427,0.1895,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:97,97,O[C@H]1[C@@H](O)[C@H](O)C[C@@H]([C@@H](COc2cnc3ccccc3n2)Oc2ccccc2)O[C@H](O)[C@@H]1O,-8.058,ok,,5d7n_protein.pdb_generated_97.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_97.sdf,,,458.4670,33.0000,10.0000,4.0000,6.0000,5.0000,10.0000,154.6200,0.0071,0.3411,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:98,98,CC[C@@]1(C[S@@](C)(O)NC(=O)C2=CC(F)C(=N)N[C@@H]2c2cc(O)c3c(O)ccc(C(=O)O)c3n2)C[C@@H](O)CO1,-8.024,ok,,5d7n_protein.pdb_generated_98.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_98.sdf,,,552.5810,38.0000,14.0000,4.0000,7.0000,8.0000,9.0000,205.3200,2.0989,0.2510,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5d7n,generated:5d7n:99,99,C=CC1=C[C@H]([C@@H](C)O)[C@@H](O[C@@H](CO)NCc2nc3ccc(OC)cc3[nH]2)[C@H](O)[C@H]1C,-7.558,ok,,5d7n_protein.pdb_generated_99.sdf,data/generated/5d7n/run_a/5d7n_protein.pdb_generated_99.sdf,,,417.5060,30.0000,8.0000,3.0000,9.0000,5.0000,7.0000,119.8600,1.4847,0.3921,0.0000,86,86,1.000,84,-7.285,-8.145,0.860
generated,5i0b,generated:5i0b:0,0,Cc1cc(N2CCC(C)(C)CC2)c2c(c1O)CC1CCCN21,-7.26,ok,,5i0b_protein.pdb_generated_0.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_0.sdf,,,300.4460,22.0000,3.0000,4.0000,1.0000,1.0000,3.0000,26.7100,3.8519,0.8531,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:1,1,CCc1ccccc1NNC1=CC(Cl)C=CC1c1cc(C)ncn1,-7.322,ok,,5i0b_protein.pdb_generated_1.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_1.sdf,,,340.8580,24.0000,5.0000,3.0000,5.0000,2.0000,4.0000,49.8400,4.1088,0.4884,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:10,10,Nc1ccc(C2=C3C=C(C4=CCC=CC4)CC=C3C=CC2)cc1,-8.679,ok,,5i0b_protein.pdb_generated_10.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_10.sdf,,,299.4170,23.0000,1.0000,4.0000,2.0000,1.0000,1.0000,26.0200,5.5152,0.5648,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:11,11,CC(=O)[C@@H]1CC[C@H](c2cccc(O)c2C2C=NC(C)N=C2)C[C@H]1O,-6.964,ok,,5i0b_protein.pdb_generated_11.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_11.sdf,,,328.4120,24.0000,5.0000,3.0000,3.0000,2.0000,5.0000,82.2500,2.8106,0.8949,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:12,12,CCN1CC[C@@H](c2cccc(Nc3ccccc3)n2)CCC1=O,-7.28,ok,,5i0b_protein.pdb_generated_12.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_12.sdf,,,309.4130,23.0000,4.0000,3.0000,4.0000,1.0000,3.0000,45.2300,3.9412,0.9301,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:13,13,CN1CC(=O)N[C@@H]1C1C=C[C@]2(c3ccc4c(c3)OCO4)C(=C1)NO[C@@H]2CC(=O)O,-8.326,ok,,5i0b_protein.pdb_generated_13.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_13.sdf,,,399.4030,29.0000,9.0000,5.0000,4.0000,3.0000,7.0000,109.3600,0.4888,0.6279,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:14,14,Cc1ccc2c(c1)C(=O)NC(=O)[C@@H]2NC1CCCCC1,-6.864,ok,,5i0b_protein.pdb_generated_14.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_14.sdf,,,272.3480,20.0000,4.0000,3.0000,2.0000,2.0000,3.0000,58.2000,2.2284,0.8117,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:15,15,CC1=C[C@@]23N=C(N4CCN(C)CC4)NC4=C2C(=N[C@@H]4Cl)NC3=C1C,-8.181,ok,,5i0b_protein.pdb_generated_15.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_15.sdf,,,344.8500,24.0000,7.0000,5.0000,0.0000,2.0000,6.0000,55.2600,1.0000,0.5083,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:16,16,O=C1C2=CC=CCC2=Nc2ncccc2N1CCN1CCC(O)CC1,-7.209,ok,,5i0b_protein.pdb_generated_16.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_16.sdf,,,338.4110,25.0000,6.0000,4.0000,3.0000,1.0000,5.0000,69.0300,1.8437,0.9131,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:17,17,C=C([C@@H]1CCc2c3c(=O)o[nH]c3c(NC)c(=O)n21)N1CCC1=N,-6.411,ok,,5i0b_protein.pdb_generated_17.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_17.sdf,,,315.3330,23.0000,8.0000,4.0000,3.0000,3.0000,5.0000,107.1200,1.0085,0.7833,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:18,18,CC[C@H](CCO)NCC1=CC(OC)C(=N)Nc2nc([C@H]3CCCO3)n(O)c21,-5.804,ok,,5i0b_protein.pdb_generated_18.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_18.sdf,,,379.4610,27.0000,9.0000,3.0000,8.0000,5.0000,7.0000,124.6500,1.5237,0.4338,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:19,19,CCC=c1[nH]c(=O)n2c1=NC1C(OCC[C@H]3C[C@H](CO)CO[C@@H]3COC)=CCC=C12,-5.101,ok,,5i0b_protein.pdb_generated_19.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_19.sdf,,,417.5060,30.0000,8.0000,4.0000,8.0000,2.0000,6.0000,98.0700,0.5639,0.6443,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:2,2,CC[C@H]1[C@@H](C2=CCC(c3c(C(=O)NCCC(C)C)ccc(C)c3CN)=CC2)CN1CC(C)C,-7.459,ok,,5i0b_protein.pdb_generated_2.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_2.sdf,,,451.6990,33.0000,4.0000,3.0000,10.0000,2.0000,3.0000,58.3600,5.6996,0.4487,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:20,20,CN(C)c1ccc(Cl)c(-c2ccc(C=O)cc2O)c1,-6.241,ok,,5i0b_protein.pdb_generated_20.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_20.sdf,,,275.7350,19.0000,4.0000,2.0000,3.0000,1.0000,3.0000,40.5400,3.5911,0.8705,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:21,21,CCCN(CC(=O)O)C1=C2CC=CC3=CC=NC(=CC1)C32,-5.968,ok,,5i0b_protein.pdb_generated_21.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_21.sdf,,,284.3590,21.0000,4.0000,3.0000,5.0000,1.0000,3.0000,52.9000,2.9116,0.8442,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:22,22,C[C@H](O)[C@@H]1CCN(C2CCc3nc4ccccc4n32)[C@@H](O)C1,-7.089,ok,,5i0b_protein.pdb_generated_22.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_22.sdf,,,301.3900,22.0000,5.0000,4.0000,2.0000,2.0000,4.0000,61.5200,1.8923,0.8891,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:23,23,Cc1ccccc1C1=NC(=N)N=C2C=CN[C@@H](C(=O)[C@H]3CCNC3=O)C21,-7.095,ok,,5i0b_protein.pdb_generated_23.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_23.sdf,,,349.3940,26.0000,7.0000,4.0000,3.0000,3.0000,4.0000,106.7700,0.9804,0.7082,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:24,24,CC[C@@H](O)CCC(=O)Nc1c(O)ccc2ccc(C)c(O)c12,-6.172,ok,,5i0b_protein.pdb_generated_24.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_24.sdf,,,303.3580,22.0000,5.0000,2.0000,5.0000,4.0000,4.0000,89.7900,3.0490,0.6391,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:25,25,CCCCCN[C@@H](C(C)=O)[C@@H](C)[C@H](C)c1cc(Cl)c2c(c1)N(c1ccc(OC)cc1)NC2,-6.531,ok,,5i0b_protein.pdb_generated_25.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_25.sdf,,,458.0460,32.0000,6.0000,3.0000,11.0000,2.0000,5.0000,53.6000,5.9819,0.4062,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:26,26,CCCN1CC2=CCC=CC2c2c1ccc1c2NCN1C,-7.182,ok,,5i0b_protein.pdb_generated_26.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_26.sdf,,,281.4030,21.0000,3.0000,4.0000,2.0000,1.0000,3.0000,18.5100,3.7057,0.8338,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:27,27,CC[C@H](C)CN1CC[C@@H](C(=O)NC)C1=C1C=CCC=C1,-6.775,ok,,5i0b_protein.pdb_generated_27.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_27.sdf,,,274.4080,20.0000,3.0000,2.0000,4.0000,1.0000,2.0000,32.3400,2.8706,0.8547,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:28,28,CC[C@H](O)C1CC2=C(NC3=CCC=C(O[C@H]4CCC[C@@H](N)C4)C32)O1,-7.135,ok,,5i0b_protein.pdb_generated_28.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_28.sdf,,,332.4440,24.0000,5.0000,4.0000,4.0000,3.0000,5.0000,76.7400,2.4352,0.7370,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:29,29,Fc1ccc(F)c(-c2nc(N3CCCCC3)c3c4c(cccc24)NC3)c1,-8.717,ok,,5i0b_protein.pdb_generated_29.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_29.sdf,,,351.4000,26.0000,5.0000,5.0000,2.0000,1.0000,3.0000,28.1600,5.0958,0.6965,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:3,3,CCOc1ccc2c(c1)c(=O)[nH]c1cc(O)c(C)cc12,-6.644,ok,,5i0b_protein.pdb_generated_3.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_3.sdf,,,269.3000,20.0000,4.0000,3.0000,2.0000,2.0000,3.0000,62.3200,3.0940,0.7026,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:30,30,N#CC1C[C@H](N)CC[C@@H]1C(=O)C1=CC(=C2CNCO2)C2C=CCC(N(O)O)=C2O1,-6.448,ok,,5i0b_protein.pdb_generated_30.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_30.sdf,,,400.4350,29.0000,9.0000,4.0000,3.0000,4.0000,9.0000,141.0700,1.4363,0.4088,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:31,31,CC1=C2NC3=CCC(F)=CC3=C=C(C(=O)N3CCCN(C)CC3)C2CN1,-9.036,ok,,5i0b_protein.pdb_generated_31.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_31.sdf,,,356.4450,26.0000,6.0000,4.0000,1.0000,2.0000,4.0000,47.6100,1.7973,0.7037,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:32,32,COCN1C=CC(NCC[C@@](O)(CO)C(C)C)C=C2C=CNC(=O)C21,-5.972,ok,,5i0b_protein.pdb_generated_32.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_32.sdf,,,351.4470,25.0000,7.0000,2.0000,8.0000,4.0000,6.0000,94.0600,0.0858,0.4951,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:34,34,CCCCN=C1C=CC(c2cncc3nc[nH]c(=O)c23)C=C1,-7.026,ok,,5i0b_protein.pdb_generated_34.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_34.sdf,,,294.3580,22.0000,5.0000,3.0000,4.0000,1.0000,4.0000,71.0000,2.7688,0.8813,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:35,35,CC1=CC2=C(C[C@@]3(O2)[C@@]2(F)CC[C@@H](O)[C@]3(C)C2)C2=C(O)C(=N)N=CC12,-9.568,ok,,5i0b_protein.pdb_generated_35.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_35.sdf,,,344.3860,25.0000,6.0000,5.0000,0.0000,3.0000,4.0000,85.9000,3.1225,0.6310,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:36,36,NCCCCc1cccc(-c2c3c(nc4ncc(Cl)cc24)CCS3)c1,-7.587,ok,,5i0b_protein.pdb_generated_36.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_36.sdf,,,369.9210,25.0000,5.0000,4.0000,5.0000,1.0000,4.0000,51.8000,4.8798,0.6510,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:37,37,CC1C=C(O)c2cc(CO)ccc2C=C1N[C@@]12CNC[C@@H](C1)[C@@H](O)C2,-7.354,ok,,5i0b_protein.pdb_generated_37.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_37.sdf,,,342.4390,25.0000,5.0000,4.0000,3.0000,5.0000,5.0000,84.7500,1.7709,0.5781,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:38,38,CN(O)[C@H]1C(=O)Nc2cccc3c2=C(CC(=O)N=3)[C@H](O)C1=O,-7.389,ok,,5i0b_protein.pdb_generated_38.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_38.sdf,,,303.2740,22.0000,8.0000,3.0000,1.0000,3.0000,6.0000,119.3000,-2.0411,0.4061,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:39,39,COc1ccc(-c2ccc(N)c(C(=O)c3cccc(F)c3)n2)cc1,-6.813,ok,,5i0b_protein.pdb_generated_39.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_39.sdf,,,322.3390,24.0000,5.0000,3.0000,4.0000,1.0000,4.0000,65.2100,3.7095,0.7437,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:4,4,FC1(F)CSC[C@@H](CC[C@@H]2C3=NCC=CCC3=Nc3ccccc32)C1,-8.506,ok,,5i0b_protein.pdb_generated_4.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_4.sdf,,,360.4730,25.0000,5.0000,4.0000,3.0000,0.0000,3.0000,24.7200,5.4258,0.6601,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:40,40,CC(=O)Nc1cccc2c1[C@H]([C@H]1CN([C@H]3CCNC3=O)C(=O)N1C)N2C1=NNC(C)C1,-6.657,ok,,5i0b_protein.pdb_generated_40.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_40.sdf,,,425.4930,31.0000,10.0000,5.0000,3.0000,3.0000,6.0000,109.3800,0.8259,0.6646,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:41,41,Cc1cc(CN2CCCCC2)ncc1C(=O)Nc1ccccc1,-6.975,ok,,5i0b_protein.pdb_generated_41.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_41.sdf,,,309.4130,23.0000,4.0000,3.0000,4.0000,1.0000,3.0000,45.2300,3.6282,0.9378,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:42,42,O=c1[nH]n(CCO)c2c1C=C1C(O)=CC=CC=C1C2,-6.286,ok,,5i0b_protein.pdb_generated_42.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_42.sdf,,,258.2770,19.0000,5.0000,3.0000,2.0000,3.0000,3.0000,78.2500,1.0463,0.7415,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
generated,5i0b,generated:5i0b:43,43,COc1ccc(N[C@H]2CCCNC2)c2c1C(=O)C=CCC2=O,-7.022,ok,,5i0b_protein.pdb_generated_43.sdf,data/generated/5i0b/run_a/5i0b_protein.pdb_generated_43.sdf,,,300.3580,22.0000,5.0000,3.0000,3.0000,2.0000,5.0000,67.4300,2.1844,0.8954,0.0000,97,97,1.000,92,-7.264,-7.851,0.587
